"mrun_1","mrun_2"
23495890,23828886
23545340,10035513
23545340,12399792
23567189,3238525
23570731,9461318
23572841,25190724
23647462,23695681
23648711,25386370
23651451,26800016
23660367,27404615
23712504,14592013
23777620,26583231
23794724,27110209
23796551,26780182
23813539,26395878
23832021,18120732
23838735,3581010
23893340,26316435
23925520,1982440
23936397,26780077
23942088,27357349
24012817,26632870
24013201,26126488
24016208,14382267
24023623,15888342
24072029,27630709
24164185,15888342
24164185,24023623
24165101,7782676
24225011,20373409
24225011,27015185
24324703,16572335
24338818,22737347
24383560,1026512
24395848,26804346
24408118,12841578
24424341,16947034
24434327,26196385
24475679,26652343
24510924,25994008
24537655,27183207
24547032,25376845
24572664,25908047
24590366,22504496
24594430,25291202
24613717,3987026
24613717,25857186
24627818,26274981
24632252,17690290
24656113,3480172
24659100,26519623
24659100,26521867
24675152,4653665
24696147,26039302
24737081,6595154
24858322,26055145
24894366,21207473
24903898,25157178
24945173,9527228
24969555,17695657
24969555,25650824
24986595,1726601
25130841,26039591
25131039,25145583
25131039,25435008
25131823,25150174
25145583,25435008
25146005,27539922
25164695,26417685
25170091,26616525
25174041,26223765
25178027,26300853
25193049,25546242
25195031,26451044
25209635,25215007
25222092,25952414
25237963,26217465
25252050,26615247
25271642,25668273
25278625,25878068
25282343,26110891
25283131,26335501
25292303,26157777
25306376,26599233
25309252,25904524
25338337,26013167
25359821,25222512
25365192,27227252
25367314,26670510
25391711,26040951
25395883,6816211
25396126,26633765
25403047,26879803
25408004,26405412
25434630,26816601
25479605,7120885
25485733,8579258
25496044,8579258
25496044,25485733
25504363,21883956
25504906,25507536
25517404,7477526
25517404,27002609
25528245,26224520
25532477,26595724
25548608,26031441
25551086,27621270
25557322,25528311
25557632,25528311
25557632,25557322
25557771,25572207
25559959,26518465
25574836,25575602
25574836,26021098
25575259,15034661
25575602,26021098
25577448,25585731
25591476,25625203
25591476,25908526
25606672,25595221
25606672,25612444
25609023,25847520
25610061,27116204
25612430,25681262
25612444,25595221
25615760,25593477
25615760,26028163
25625203,25908526
25625764,26290178
25646735,26392674
25651974,27106765
25653087,26212513
25660302,26386377
25663290,25927158
25668891,26405124
25670347,26042244
25672609,25930841
25677066,26818279
25680822,26086587
25682751,26382970
25693018,26516271
25695219,26422562
25695564,26390418
25696698,25892958
25697455,26205711
25711974,25944896
25715027,25726139
25716582,26385554
25717725,25780407
25721867,25730897
25723865,26187553
25726106,25879640
25726700,26419806
25733817,26272404
25734916,27621521
25738836,27630240
25766113,26782581
25766592,25904505
25766696,25855100
25766696,26194653
25776056,27109631
25779944,25769373
25799638,25713074
25806318,25814726
25810909,26989058
25811323,25718373
25814076,27349490
25820565,26190857
25820565,27632424
25832947,26352904
25832947,26829818
25832947,27223484
25838374,26607672
25850569,25727393
25850569,25978544
25850569,26080347
25855100,26194653
25858227,26870114
25858314,25856659
25858504,26325756
25858558,26531795
25880236,26226906
25885433,26197033
25891656,25951433
25899721,26447672
25902171,26411002
25907677,25924469
25920818,27622109
25922038,26225573
25925951,26178310
25931946,25899721
25931946,26447672
25932179,26187808
25933828,26039879
25935457,26431732
25935997,26172548
25936384,26513930
25948161,25914060
25955322,26437844
25956403,26188436
25958228,26673529
25975428,25975795
25976764,25975428
25976764,25975795
25976904,26799289
25978544,25727393
25978544,26080347
25978624,25977541
25978805,26909332
25983843,26558071
25988347,26772883
26010324,26252739
26046708,26167023
26055778,26094503
26057701,26163615
26061508,26796095
26061508,27624814
26068528,27408880
26075869,26553379
26080347,25727393
26083539,26320355
26089335,26449189
26093905,26251946
26111987,26850643
26126593,26801056
26134150,26807325
26149358,26114965
26150575,26652808
26157393,26429842
26174694,27236881
26176398,26219147
26182912,26219871
26193531,26225179
26194828,26440857
26204022,27038085
26220957,26600519
26223505,27041151
26227305,26228231
26246552,27629035
26257339,26399291
26261826,26665346
26266272,26191307
26312386,26941779
26335004,26844308
26349309,27210809
26352904,26829818
26352904,27223484
26355397,26462361
26355761,26591370
26356588,26352879
26358768,26315838
26367848,27035743
26370252,26968504
26371981,26363372
26374956,27194691
26376702,27472803
26376757,27031557
26377633,27097792
26377908,26710638
26395254,26429708
26412703,26428355
26420544,26428576
26421898,26409305
26428849,26428433
26430725,26387049
26444957,26448517
26449826,26439647
26514305,26518438
26534955,26029703
26539533,27244270
26539978,26532696
26540101,26539109
26540178,26941561
26542102,27126437
26544172,26576362
26545225,26546206
26545225,26550049
26546206,26550049
26547161,25959726
26548219,26788752
26556563,26789786
26558058,26701620
26563683,26214698
26566319,26721467
26568280,27246036
26572766,26578452
26572766,26584727
26584727,26578452
26586307,27145976
26606136,27478761
26609511,26619951
26609859,26616196
26609859,26618763
26611673,27145571
26614867,26018533
26618763,26616196
26634103,26757490
26658726,27626373
26697746,27015177
26725587,26672843
26726141,26839645
26741005,27202877
26765108,27632624
26770306,26587351
26782876,27621657
26829818,27223484
26839673,27536507
26840970,27628611
26865616,27190070
26927838,27021792
26941187,26930605
26946357,27141605
26946357,27192725
26949973,26954115
26955563,27202025
26967873,27147243
26984012,26935117
26988684,26208274
26999065,27029687
27017064,26993707
27020160,27034252
27029572,27020160
27029572,27034252
27033676,27052297
27073904,27073604
27079827,27097855
27094045,26386594
27096434,27094342
27097071,27114906
27122924,26414868
27122979,27119617
27141605,27192725
27142672,27145095
27143519,27144363
27150618,27155434
27153107,27509094
27158504,27158381
27162717,27162878
27181104,26201406
27186348,27191401
27186348,27238160
27203106,27206750
27238160,27191401
27249557,27251549
27249584,27055096
27329756,26952235
27329812,25997342
27329812,27417619
27395585,27358493
27414398,27418664
27417619,25997342
27425287,27115593
27427752,27424504
27430782,27633307
27431595,26536098
27466924,27524998
27476719,27476047
27478080,27478141
27485068,27485661
27487010,27566355
27494869,27497567
27502542,27546780
27505190,27469793
27517202,27471058
27518297,27046024
27525909,27552994
27544960,27513034
27546178,27478741
27551432,27478741
27551432,27546178
27551432,27561414
27557377,27489239
27561414,27478741
27561414,27546178
27565484,27536437
27628867,26001112
27632424,26190857
