"mrun_1","mrun_2"
8666719,19448931
8670700,26531613
8670781,7428618
8670781,25717237
8670781,26019245
8677754,25282985
8688432,25902907
8690020,26336104
8691192,11871812
8695190,26446151
8695768,27219693
8703314,26604917
8708361,26208213
8711792,4452802
8711792,26310543
8712972,26033579
8723370,1798977
8724914,26644986
8730972,18444516
8735068,14397165
8740608,26031305
8742595,25225514
8745146,15044984
8746418,25276422
8746418,26929498
8752002,20327203
8754086,26994793
8758060,7718464
8760230,25774943
8761658,15454167
8783614,10743141
8788063,25334379
8788406,11087388
8788406,25336285
8793231,24084442
8804939,26009718
8813984,27231066
8814483,1134514
8825047,22901226
8830478,26039529
8830719,15932655
8835005,25327660
8853192,10229574
8857746,25354494
8857746,26118392
8865568,22379082
8866144,26727846
8870528,14009406
8870639,26294504
8870639,26628797
8872779,6425076
8872779,10538017
8872779,25201734
8892994,23217299
8896069,24151810
8902892,26336762
8905849,26262793
8906530,25904164
8917595,26997952
8922908,25571732
8927032,19769947
8929162,10854516
8935975,1298781
8935975,26022646
8935975,26829774
8935975,27216553
